ContaID;Agencia;Tipo_Conta;Nome_Cliente;CPF_Cliente;Data_Abertura;Saldo_Atual;Limite_Credito;Data_Ultimo_Movimento;Status_Conta;Score_Credito;Renda_Mensal
73998-S;7166;Poupança;Laura Farias;041.357.862-35;2022-11-25;38107.23;107.69;2024-09-19;Encerrada;976;4889.93
72014-L;4011;Corrente;Anna Liz Borges;689.047.251-94;2021-07-29;16137.92;137.15;2023-11-22;Em Atraso;766;6318.49
53401-G;7052;Salário;Pedro Lucas da Cunha;384.627.109-87;2017-06-14;25514.33;138.55;2020-09-09;Inativa;964;15278.84
52510-C;1818;Salário;Allana Martins;679.413.258-37;2015-04-15;23747.64;253.51;2016-11-01;Encerrada;905;15323.77
39193-J;1128;Corrente;Laura Pinto;307.169.528-40;2019-05-22;36744.0;225.25;2021-01-16;Encerrada;777;4980.11
51391-S;8032;Corrente;Yuri Pacheco;728.463.150-35;2016-10-24;22284.75;42.27;2020-08-30;Encerrada;172;3960.11
84313-B;6899;Corrente;Maria Eduarda Mendonça;705.463.928-65;2016-05-16;30175.23;120.5;2021-07-15;Inativa;673;14858.94
68291-C;6663;Salário;Mateus Cassiano;654.810.927-94;2019-08-06;22403.4;70.83;2024-11-16;Ativa;248;19666.82
35679-E;3095;Salário;Pedro Miguel Campos;971.435.086-75;2016-05-29;114.57;42.37;2021-01-21;Encerrada;151;12716.28
51838-U;2776;Salário;Ian Sampaio;609.874.513-75;2016-01-09;45952.84;47.04;2022-11-22;Inativa;349;8362.23
88782-K;5348;Corrente;Dra. Ana Lívia Melo;718.342.065-53;2022-05-04;-214.28;27.2;2024-10-07;Ativa;165;12870.89
15662-S;1656;Salário;Lucca Teixeira;725.619.083-21;2023-01-26;46148.61;132.45;2023-07-30;Em Atraso;921;2362.75
32131-V;3614;Corrente;Srta. Mariah Cirino;367.052.819-95;2017-04-19;27657.97;12.44;2022-02-03;Em Atraso;122;17501.08
87056-N;4545;Salário;Maria Liz Camargo;346.785.091-00;2017-02-01;31278.99;18.55;2017-03-19;Em Atraso;94;14162.4
25610-Z;4165;Corrente;Srta. Larissa Martins;192.805.764-02;2017-08-02;25616.63;126.1;2024-04-11;Encerrada;637;16750.62
36425-X;3853;Poupança;;460.237.591-06;2019-02-13;3099.98;18.22;2023-03-26;Inativa;141;15424.64
27517-P;7335;Poupança;Beatriz Mendes;052.367.948-38;2017-09-13;42687.29;94.58;;Ativa;576;17404.49
84112-C;5490;Corrente;Nicole Melo;031.789.546-00;2021-09-07;42777.05;4.81;2024-11-27;Ativa;29;8508.5
10423-J;9598;Corrente;Maria Júlia Fernandes;172.906.543-07;2021-04-15;41524.65;137.66;2024-05-26;;805;118873.96
48333-R;2745;Salário;Rafael Ferreira;;2017-08-28;36267.23;36.15;2021-03-23;Ativa;297;18559.43
95364-D;6563;Corrente;Luana Pacheco;245.376.089-00;2016-11-05;23720.26;37.05;2021-02-20;Em Atraso;616;2309.46
97365-W;5943;Corrente;Danilo Brito;730.824.516-08;2015-09-13;19110.78;47.75;2019-02-21;Ativa;236;6665.3
97791-D;5989;Poupança;Oliver Ramos;034.179.825-88;2025-01-15;3492.23;101.92;2025-01-24;Ativa;699;14006.1
16570-F;7344;Salário;Pietra Moura;491.036.257-61;2019-03-09;48167.1;57.08;2023-01-23;Encerrada;200;6429.8
26630-W;9990;Poupança;Leandro Cardoso;710.293.846-22;2022-11-28;20023.58;73.95;2024-08-03;Ativa;340;10405.2
16041-Z;3899;Corrente;Bárbara da Mota;816.457.209-85;2016-06-04;19561.67;111.22;2023-09-02;Inativa;993;18534.2
12983-F;7507;Corrente;Bruno Porto;385.279.104-97;2024-02-28;10530.35;31.7;2024-04-22;Em Atraso;126;8248.12
68066-U;7089;Salário;Lívia Rodrigues;126.470.598-02;2018-02-04;7793.29;58.42;2019-12-02;Encerrada;519;14751.17
95288-S;9636;Salário;Luigi Cunha;270.691.354-16;2017-09-01;28409.83;203.46;2019-02-10;Em Atraso;741;13155.51
53841-F;9557;Salário;Ana Clara Machado;146.305.289-89;2018-07-13;160022.15;114.41;2021-11-29;Inativa;399;7768.22
60948-U;7618;Poupança;Alice Pastor;329.870.514-41;2016-10-14;1512.35;4.62;2019-02-20;Inativa;26;5610.39
80945-C;5732;Corrente;Pietro Dias;640.935.182-89;2019-05-01;14541.29;224.98;2019-12-25;Encerrada;819;12483.27
26234-U;7374;Poupança;Juan Camargo;286.507.319-02;2022-01-21;6718.36;118.54;2023-10-29;Em Atraso;663;8548.44
32873-A;9346;Corrente;Vitor Hugo da Cruz;;2016-12-29;3115.5;48.13;2022-04-22;Ativa;194;9506.53
92222-Y;4969;Corrente;Pedro Henrique das Neves;;2015-02-13;27365.12;104.81;2024-11-24;Inativa;989;
24846-H;2383;Poupança;Brayan Lima;974.083.125-79;2022-10-05;1035.53;142.39;2023-02-26;Encerrada;503;17729.0
11173-M;6366;Poupança;Gustavo Henrique Machado;508.324.617-17;2021-09-11;38169.57;148.59;2024-09-26;Em Atraso;940;4421.52
54181-P;9463;Poupança;Caroline Nascimento;190.374.526-80;2024-03-19;24201.05;152.16;2024-12-17;Em Atraso;761;5516.66
79109-H;1656;Poupança;Letícia Ramos;507.368.429-00;2019-05-30;1594.96;86.42;2023-10-04;Em Atraso;527;8756.56
14944-B;6669;Corrente;Sra. Luísa Cardoso;178.650.492-85;2018-03-11;44659.07;108.09;2020-05-24;Ativa;389;13755.74
81581-W;7098;Corrente;Pietro Lima;947.580.263-00;2015-06-14;8149.04;157.08;2025-01-22;Em Atraso;1000;13484.46
30595-C;2382;Corrente;Catarina Carvalho;207.654.391-07;2024-11-17;46207.94;90.82;2025-01-03;Em Atraso;966;16292.62
96279-V;9774;Poupança;Dra. Maria Helena Novais;017.469.532-25;2017-08-12;19790.3;90.43;2019-05-30;Inativa;632;11560.49
90088-Z;4060;Poupança;Erick Costela;753.826.104-44;2019-07-31;11010.12;42.79;2022-04-20;Ativa;264;10057.8
86657-R;8999;Corrente;Raul Monteiro;143.268.970-31;2021-12-29;48688.18;20.72;2022-06-18;Em Atraso;182;2783.5
17772-M;1006;Poupança;Renan Pereira;503.294.768-74;2024-06-09;7737.66;217.3;2024-09-20;Encerrada;883;11932.8
20410-E;6944;Salário;Davi Rocha;547.832.609-74;2017-11-20;47395.91;57.27;2020-12-26;Em Atraso;395;
24569-Z;8843;Corrente;Yago Farias;750.286.931-02;2017-09-06;14694.48;119.49;2019-12-24;Ativa;742;17096.74
71165-B;7840;Corrente;Beatriz Silveira;048.631.297-69;2023-05-27;37305.73;7.28;2024-12-26;Em Atraso;25;2012.67
60746-X;8328;Salário;Sra. Larissa Camargo;715.968.034-01;2024-03-05;42768.83;131.4;2024-09-19;Encerrada;798;8571.14
27528-P;8205;Corrente;Dr. Ian Guerra;152.486.930-98;2015-03-04;36548.02;75.1;2016-02-13;Ativa;747;15544.46
22063-Y;1943;Salário;Dra. Ágatha Freitas;435.907.812-97;2021-11-20;36355.89;106.03;2022-07-12;Encerrada;443;8625.66
98702-S;5818;Corrente;Renan Nunes;386.479.250-92;2024-11-13;17465.41;105.28;2024-11-25;Encerrada;545;3826.93
77024-Y;4820;Poupança;Liam Azevedo;064.218.359-70;2019-12-28;28367.26;157.23;2023-06-17;Ativa;711;16977.7
17209-J;2535;Poupança;Emanuella Mendonça;372.401.856-80;2023-04-29;10247.36;150.43;2023-05-12;Inativa;715;18720.62
21245-W;4524;Salário;Srta. Heloisa Jesus;105.437.628-07;2019-04-17;28320.45;15.38;2023-05-12;Encerrada;67;13346.6
63503-Y;7160;Corrente;Dr. Ian Costa;394.712.065-61;2018-01-25;25741.31;;2021-11-25;Em Atraso;47;6011.69
72141-W;4447;Poupança;Isis da Cunha;519.436.870-48;2023-02-27;-440.84;108.44;2024-10-08;Encerrada;557;16460.96
85736-Z;1861;Salário;Pietro Monteiro;472.063.159-25;2021-01-20;4583.05;118.58;2022-02-22;Em Atraso;586;10135.93
32666-C;6627;Salário;Thiago Gomes;239.065.847-47;2015-04-30;17252.53;148.5;2024-11-23;Inativa;692;15368.05
97792-K;4503;Corrente;Bruna Marques;908.674.135-57;2019-09-26;36601.6;242.2;2021-05-20;Ativa;869;5819.86
78951-A;8857;Salário;João Felipe Macedo;792.835.146-37;2021-10-28;16327.33;133.81;2022-02-04;Encerrada;471;13561.54
50604-P;8219;Poupança;Sabrina Azevedo;107.465.283-53;2024-10-09;33205.86;21.05;2024-11-21;Em Atraso;170;14627.9
39267-B;4239;;Luan Andrade;954.703.681-57;2017-07-24;3794.25;200.43;2022-10-04;;699;6815.49
62382-G;6192;Corrente;Benício Casa Grande;172.043.896-03;;4026.79;244.98;2021-05-27;Encerrada;984;17283.33
15055-S;2424;Corrente;Oliver Aparecida;945.807.631-57;2015-05-09;30118.81;44.11;2021-12-09;Ativa;209;9925.6
23097-D;7257;Poupança;Marina Castro;931.267.085-95;2020-10-19;;224.85;2023-09-25;Ativa;775;
68270-E;3290;Poupança;Matteo Guerra;187.956.204-94;2015-06-10;17936.61;13.83;2018-03-13;Encerrada;75;3352.27
46676-J;4494;Corrente;Anthony Pimenta;392.875.064-00;2015-12-01;40472.55;174.65;2024-07-16;Em Atraso;748;9334.74
13088-E;7530;Poupança;Rebeca Pastor;495.021.687-20;2019-02-28;42666.56;54.9;2020-02-28;Encerrada;205;3028.19
46004-F;;Corrente;Carolina Cavalcanti;296.103.857-02;2015-09-04;8356.65;188.77;2024-02-28;Ativa;1500;12185.82
91660-W;1289;Poupança;Nina Garcia;358.067.914-75;2019-07-15;19572.49;5.91;2019-09-27;Encerrada;29;8791.89
73440-E;5647;Poupança;Dra. Maya Gomes;986.240.175-30;2023-01-04;237056.33;53.39;2024-08-11;Encerrada;493;15102.01
22991-H;8492;Corrente;Agatha Silva;038.652.714-80;2015-05-06;48625.75;201.04;2025-01-09;Inativa;717;17070.76
39969-V;1939;Poupança;Isabel da Mata;387.164.205-35;2015-07-17;11097.93;112.2;2016-02-22;Inativa;792;18740.42
37400-D;9033;Poupança;Paulo Pastor;820.139.645-60;2016-11-12;37596.85;88.97;2021-07-28;Encerrada;435;3883.56
83449-I;;Poupança;Isaac Rodrigues;230.967.845-74;2021-11-27;34896.83;45.95;2022-07-25;Em Atraso;302;6598.73
72867-I;4052;Corrente;José Pedro Macedo;592.041.367-07;2021-03-13;21871.76;1629.33;2021-06-26;Inativa;618;2896.87
32225-T;5714;Corrente;Aylla Cirino;256.089.417-30;2022-05-17;1621.3;98.83;2022-10-28;Inativa;900;19472.62
57017-V;6869;Poupança;Davi Miguel Melo;138.279.046-50;2020-09-18;39308.65;75.66;2023-01-24;Em Atraso;328;17051.67
95985-G;8983;Salário;Gustavo Henrique Cassiano;864.532.710-44;2021-10-08;3303.6;183.8;2023-03-05;Ativa;924;7049.41
78823-J;9009;Salário;Dr. Felipe Pereira;170.368.425-71;2023-05-17;47371.93;;2024-05-29;Ativa;775;13309.58
74393-X;1857;Corrente;Arthur Miguel Correia;632.980.145-24;2018-07-09;31391.3;88.35;2024-04-10;Inativa;515;3915.55
66496-I;5292;Corrente;Samuel Vieira;643.857.201-26;2017-11-29;18399.0;115.49;2017-12-15;Ativa;889;9165.67
25439-W;2334;Poupança;Diego Caldeira;325.498.167-73;2024-11-20;10983.85;63.53;2025-01-12;Em Atraso;580;10530.3
89457-H;9949;Salário;Arthur Miguel Gonçalves;501.428.967-30;2023-07-25;36674.08;70.06;2024-12-09;Inativa;279;8069.79
42022-K;8097;Salário;Caroline Garcia;872.149.650-11;2020-05-13;13949.59;175.84;2023-04-10;Encerrada;692;19877.16
64918-I;5045;Corrente;Brayan Souza;873.514.602-80;2019-06-24;9058.38;11.66;2020-06-01;Em Atraso;61;10118.94
12619-A;9723;Salário;Anna Liz Pires;183.607.945-10;2016-02-18;14096.2;127.57;2021-01-09;Ativa;972;11535.6
82861-I;4144;Salário;Aylla Souza;;2020-06-12;25093.37;204.95;2024-08-08;Em Atraso;846;15485.46
96071-C;2646;Salário;Marina Andrade;436.892.510-60;2015-12-18;31261.14;12.95;2024-08-22;Ativa;47;8357.06
48499-W;2451;Salário;Eduarda Novais;952.140.637-25;2024-06-15;14037.24;;2024-09-18;;633;2784.84
59118-Y;8377;Poupança;Dr. Calebe Oliveira;;2021-08-21;26151.98;85.33;2024-10-19;Em Atraso;476;18815.59
36096-H;7406;Poupança;Sra. Ísis Albuquerque;921.075.836-68;2022-11-05;2916.12;38.84;2024-05-22;Inativa;297;5393.77
57713-M;5258;Poupança;Heloísa Farias;081.357.942-23;2019-03-27;4474.42;187.62;2020-07-19;Ativa;718;1439.81
75404-E;7804;Corrente;Maitê Siqueira;043.261.589-05;2020-01-25;235915.92;50.95;2021-05-11;Ativa;508;4363.26
62117-D;4316;Salário;Maria Júlia Moraes;721.534.609-99;2017-04-21;41090.5;170.4;2021-06-06;Encerrada;606;9829.07
92372-Y;1318;Poupança;Isabelly Viana;514.308.792-97;2019-11-22;48467.62;239.88;2020-12-24;Em Atraso;864;19360.13
32004-X;9053;Salário;Antônio da Paz;571.860.249-20;2017-10-09;41863.44;71.22;2019-06-19;Em Atraso;442;3993.11
65343-Z;4767;Poupança;Sr. André Mendes;501.987.436-10;2025-01-08;24446.65;130.33;2025-01-20;Inativa;993;5433.52
83243-I;8722;Poupança;Vitor Hugo Vargas;145.078.926-94;2022-11-22;12165.15;26.79;2023-05-22;Em Atraso;110;19277.82
23979-Z;8272;Poupança;Diego da Cruz;361.245.897-37;2017-09-30;46392.27;50.96;2020-01-13;Inativa;326;16511.8
84704-R;4766;Corrente;;801.253.749-41;2021-11-22;28855.82;;2023-03-20;Encerrada;715;8072.7
44995-I;3963;Corrente;Joana Camargo;912.705.863-86;2020-11-19;17671.29;48.39;2022-06-02;Encerrada;475;7750.09
88415-Y;1231;Poupança;Sra. Maria Flor Machado;761.089.432-03;2016-05-18;16027.97;75.02;2021-06-17;Inativa;463;9833.41
89467-P;2690;Salário;Enzo Gabriel Pereira;217.590.836-40;2020-10-15;38231.08;76.77;2024-04-15;Encerrada;272;11521.47
99072-L;4466;Poupança;Agatha Jesus;643.750.912-07;2022-12-29;12867.0;;2023-01-17;Encerrada;726;10761.94
40467-S;5761;Salário;Ísis da Mota;657.431.029-61;2024-06-05;46782.91;611.33;2024-06-15;Em Atraso;262;6336.4
36929-O;9654;Corrente;Caio Nogueira;974.301.825-50;2021-08-07;19268.69;105.22;2023-06-09;Inativa;787;2165.78
66015-F;6034;Poupança;Dr. Benjamin da Cruz;085.716.342-62;2024-05-04;22647.42;14.24;2024-07-16;Ativa;90;6772.6
88089-D;8062;Poupança;Hadassa Mendes;245.906.837-92;2023-05-22;24667.42;55.39;2024-11-20;Em Atraso;315;1693.24
23800-H;5082;Corrente;Ana Beatriz Barros;574.963.021-80;;490.16;18.27;2023-10-07;Inativa;102;19975.36
65024-T;9979;Salário;Ana Liz Souza;738.921.054-05;2015-04-11;30506.36;98.77;2022-10-31;Inativa;930;16425.99
69145-A;5729;Salário;Dr. Antônio Freitas;742.385.190-60;2024-06-25;45271.03;28.03;2025-01-06;Ativa;143;11246.3
56564-D;3420;Corrente;Sr. Cauê Almeida;857.314.069-01;2021-03-09;21277.99;34.13;2021-11-09;Encerrada;268;16377.32
11866-W;8076;Corrente;Natália Campos;983.016.527-21;2022-12-05;29109.89;149.96;2024-06-19;Ativa;843;9320.87
45687-E;5364;Poupança;Dr. Caio Moura;164.352.709-61;2021-12-05;37827.26;84.25;2024-04-26;Inativa;351;14392.67
49763-E;1081;Salário;Srta. Maria Clara Fernandes;430.685.921-51;2020-04-22;46096.4;68.94;2021-08-13;Encerrada;413;7996.25
77286-Z;6927;Corrente;Mathias Martins;736.251.049-70;2015-05-31;36183.11;137.97;2022-11-26;Inativa;732;7754.73
27670-U;7777;Salário;João Lucas Siqueira;240.931.578-04;2017-05-31;15673.02;56.42;2022-09-13;Em Atraso;289;14455.2
12489-E;6521;Salário;;043.612.958-24;2023-03-27;19204.27;78.48;2024-03-09;Inativa;503;10615.83
80424-W;2540;Poupança;Pedro Lucas Ferreira;128.035.674-07;2017-11-13;24660.9;91.32;2018-02-22;Em Atraso;340;7041.8
55810-O;6573;Salário;Pietra Pimenta;364.718.092-04;2021-11-11;46614.1;160.01;2024-11-21;Inativa;790;5595.69
56852-B;1717;Poupança;Thales Camargo;263.180.594-15;2022-02-28;37894.63;66.07;2023-03-23;Inativa;221;14661.01
70013-R;2357;Poupança;Dr. João Lucas Sousa;327.568.904-56;2019-10-02;17208.79;94.11;2024-06-25;Em Atraso;714;14143.24
61991-Q;4985;Poupança;Aylla Borges;523.064.178-90;2016-11-15;35959.65;105.56;2019-03-08;Inativa;898;11106.48
85176-Z;2104;Poupança;Fernanda da Rocha;680.295.731-03;2015-02-21;29512.46;219.94;2021-07-31;Ativa;900;8286.28
33941-N;4109;Salário;Ana Lívia da Mota;283.574.096-10;2015-08-24;8948.37;41.63;2021-04-03;Ativa;382;19294.98
62914-M;4673;Poupança;Sra. Stella Costela;190.728.364-13;2023-01-05;36203.75;106.65;2023-02-14;Encerrada;369;7511.84
67226-H;9521;Corrente;Danilo da Conceição;648.359.071-75;2019-04-15;15598.93;24.31;2022-09-26;Encerrada;99;6637.43
68916-C;5021;Corrente;Anthony Pereira;964.715.203-52;2017-04-12;;197.26;2020-06-21;Inativa;723;2046.15
82298-V;2453;Corrente;Davi Lucca da Luz;920.648.713-22;2018-11-25;28368.02;5.5;2023-04-18;Em Atraso;27;18298.73
91828-S;;Poupança;Liz Martins;250.416.978-76;2016-02-15;49857.81;193.97;2017-06-01;Inativa;;18351.55
81667-N;8937;Corrente;Olívia da Rocha;413.270.698-22;2021-03-09;38487.92;41.86;2021-09-08;Inativa;228;18555.63
96186-R;4233;Corrente;Letícia Câmara;749.058.321-79;2024-05-21;36428.58;92.14;2024-12-23;Em Atraso;770;16957.38
44589-G;9155;Poupança;Dr. Marcelo da Rocha;431.702.568-07;2016-06-28;17397.88;12.46;2023-03-21;Inativa;87;14857.22
73312-E;3099;Salário;Anna Liz Lima;706.429.513-06;2023-09-04;19689.01;121.4;2024-04-29;Ativa;467;19716.13
41455-H;;;Levi Souza;721.038.596-77;2016-09-15;48113.87;263.86;2024-09-07;Inativa;963;12622.33
43315-Q;5740;Poupança;Sra. Luísa Barros;215.940.738-05;2016-04-18;32631.51;56.47;2018-12-15;Em Atraso;553;19513.95
27508-G;9098;Poupança;Benjamim Vasconcelos;748.560.213-62;2021-09-01;40706.11;26.44;2021-10-30;Encerrada;99;2172.93
98029-O;5229;Corrente;Luiz Otávio Pereira;683.109.725-12;2016-10-03;37462.16;98.65;2019-09-13;Inativa;864;11366.81
61345-H;7522;Salário;Leonardo Souza;;2025-02-01;6239.69;110.15;2025-02-01;Ativa;531;7616.64
98008-T;3980;Corrente;Dr. Arthur Miguel Caldeira;;2024-11-22;46191.87;160.14;2025-01-17;Ativa;675;6317.82
50681-D;3158;Salário;Luara Sá;920.817.465-49;2017-07-02;13301.77;67.47;2023-05-29;Inativa;262;10704.95
50071-S;5686;Poupança;Caio Silveira;567.803.921-03;2016-11-21;8494.47;61.46;2020-05-24;Inativa;447;2023.89
22059-Q;3702;Salário;Esther Gonçalves;849.516.732-82;2015-10-23;2001.35;128.21;2018-01-03;Ativa;869;8433.39
90035-I;3358;Salário;Pedro Henrique Barros;586.403.912-89;2015-09-01;29674.0;116.07;2019-09-07;Em Atraso;;
13150-E;2358;Poupança;Theo Silva;649.102.538-15;2015-10-04;29460.82;106.85;2017-02-10;Encerrada;768;18750.57
97316-P;9144;Salário;Isaac Pacheco;687.954.031-75;2024-05-09;25681.53;155.02;2025-01-30;Inativa;841;63896.28
17980-S;6973;Poupança;Caio Nunes;219.384.076-87;2019-12-10;19498.44;118.98;2024-07-22;Inativa;443;15363.16
97574-V;9447;Poupança;Ana Vitória Moreira;471.903.682-13;2019-06-11;35719.9;184.4;2023-01-14;Ativa;783;12067.51
86319-E;6877;Corrente;Hadassa Teixeira;574.360.812-17;2016-03-27;29293.46;121.54;2023-10-11;Ativa;427;18237.23
71879-V;4000;;Fernando Barbosa;243.876.095-83;2024-05-25;45112.46;71.12;2024-10-14;Em Atraso;520;14791.73
80115-V;2908;Corrente;Isadora Ferreira;154.068.327-35;2016-04-07;40448.57;53.89;2023-03-01;Encerrada;447;15849.45
18712-R;2494;Salário;Dr. João Pedro Fonseca;527.416.980-58;2022-05-09;20752.48;55.52;2023-06-01;Ativa;224;80782.17
79238-K;2392;Salário;Maitê Correia;216.387.540-71;2017-12-16;16639.97;60.38;2018-06-04;Encerrada;301;19472.64
33932-U;5178;Poupança;Asafe Nogueira;961.572.083-68;2022-03-20;39892.64;128.96;2023-05-02;Inativa;506;15610.58
22221-W;3753;Poupança;Luana Peixoto;927.430.158-88;;1134.96;62.31;2022-09-05;Em Atraso;337;18608.56
43293-B;1844;Corrente;Alexandre Dias;824.035.769-56;2015-06-21;35681.52;147.48;2016-03-02;Ativa;906;3356.86
33968-C;4471;Poupança;Ana Julia da Mota;709.136.485-66;2020-11-17;44785.65;20.23;2024-12-18;Inativa;152;15935.55
19836-U;1424;Salário;Aylla da Rosa;964.803.275-00;2017-08-30;38054.89;29.89;2023-12-12;Em Atraso;175;
64154-V;3252;Corrente;Igor Moura;605.732.894-92;2021-12-21;35152.78;125.77;2022-03-13;Encerrada;656;7612.89
37822-D;5547;Poupança;Eduardo Cavalcanti;470.862.519-76;2021-07-06;41903.9;47.9;2024-03-17;Em Atraso;174;8823.95
23669-Y;9753;Poupança;Luiz Fernando Cirino;683.749.015-00;2018-12-14;2949.81;;2024-03-30;Encerrada;472;19878.66
94977-Z;4110;Poupança;Clara Cassiano;786.391.054-48;2023-12-27;-372.0;68.12;2024-12-01;Em Atraso;498;10123.38
48182-E;6018;Corrente;Théo Brito;602.417.398-96;2023-02-03;21762.69;35.15;2023-10-24;Encerrada;303;2543.43
32169-K;4203;Corrente;Augusto Leão;387.192.605-12;2021-06-01;28752.2;146.49;2023-01-14;Inativa;915;8584.64
59261-J;3781;Salário;;948.276.103-04;2015-08-20;920.35;70.89;2023-02-03;Inativa;326;7893.58
90975-N;8210;Corrente;Rodrigo Lopes;489.706.132-69;2021-05-12;44217.8;40.67;2021-07-27;Ativa;219;11215.58
86989-E;1407;Corrente;João Miguel Cunha;094.356.127-25;2020-08-11;34131.44;105.14;2023-04-10;Ativa;352;1876.19
25611-Z;9750;Poupança;Eduardo Carvalho;376.084.519-39;2015-12-27;22854.42;40.26;2016-02-28;Inativa;224;7459.32
73930-D;7068;Poupança;Vitor Gabriel da Rocha;953.406.127-16;2022-05-14;48167.17;282.34;2023-04-10;Em Atraso;980;8983.77
46754-I;6609;Poupança;Lucas Gabriel Costa;523.849.671-00;2019-05-11;25003.86;26.58;2023-08-01;Em Atraso;219;10072.35
37817-B;;Poupança;Mariana Ramos;650.394.218-42;2015-06-09;32990.59;128.92;2021-02-21;Em Atraso;714;16992.94
16509-F;9602;Poupança;Dr. Gael Henrique Cassiano;875.436.019-66;2020-06-21;26753.98;57.15;2021-11-01;Inativa;241;13970.22
20844-B;3069;Corrente;José Machado;;2019-04-19;-794.48;127.32;2024-03-02;Inativa;932;5018.4
30840-J;4834;Salário;João Vitor Aparecida;231.697.584-46;2021-04-29;48971.42;7.17;2023-03-27;Em Atraso;43;15467.24
35813-A;9712;Poupança;Bianca da Paz;986.350.124-70;2021-11-06;48953.19;121.24;2021-12-01;Encerrada;426;4903.62
25131-G;4660;Salário;Evelyn Moreira;375.218.964-91;2023-12-04;15702.39;37.9;2023-12-22;Inativa;328;4404.67
35925-M;4368;Poupança;Arthur Gabriel Pimenta;926.451.830-42;2020-10-31;1805.19;65.79;2024-04-03;Ativa;434;14385.25
58614-T;9024;Salário;Giovanna Azevedo;376.514.098-84;2018-11-12;45348.28;61.16;2025-01-06;Em Atraso;283;2760.01
70498-L;2960;Poupança;Samuel Santos;694.058.371-84;2015-02-12;45731.14;95.75;2018-12-18;Inativa;520;2058.71
17512-A;5291;Salário;Maria Eduarda da Rocha;795.134.682-91;2021-03-26;44269.23;226.67;2021-06-02;Em Atraso;878;11186.11
65547-S;9270;Salário;Augusto Costela;367.205.984-65;2024-07-19;12308.11;219.3;2024-09-23;Inativa;987;11208.8
80309-L;4991;Corrente;Antonella Ferreira;053.247.169-52;2020-05-11;12857.09;69.11;2024-04-21;Ativa;641;19645.76
94653-B;1195;Corrente;Agatha Teixeira;806.794.231-50;2024-01-27;45081.32;71.68;2024-10-03;Em Atraso;242;17147.07
99370-P;3847;Poupança;Vicente da Conceição;657.831.294-37;2023-11-06;27748.64;103.57;2024-08-07;Inativa;;5092.28
68146-P;6973;Salário;Ana Luiza Sales;;2022-08-03;6809.63;98.88;2024-03-08;Ativa;780;17344.63
21483-A;2570;;Vitor Macedo;;2019-07-24;34923.38;110.56;2023-01-23;Em Atraso;;7653.3
35766-Z;2074;Corrente;Dra. Isabela Nunes;058.496.371-84;2018-03-29;11929.59;76.0;2022-05-16;Em Atraso;284;4474.02
39017-Z;1259;Salário;Yasmin Duarte;469.702.831-78;2018-02-05;5708.08;163.22;2022-03-31;Encerrada;683;12800.95
15889-X;5146;Salário;Thales Moraes;029.631.458-70;2021-03-07;45958.36;20.53;2023-08-09;Inativa;78;1358.71
12370-R;6880;Salário;Isabella Macedo;601.823.594-33;2019-02-17;47064.8;87.91;2020-07-04;Em Atraso;654;16053.28
63880-K;1769;Poupança;Dra. Liz Melo;061.794.352-43;2024-07-23;41240.51;52.23;2024-08-30;Encerrada;329;17809.8
91433-B;9557;Salário;Srta. Gabriela Nunes;859.461.203-60;2021-12-23;16512.5;132.3;2022-09-29;Ativa;556;16493.25
60449-S;1135;;Pedro Andrade;704.316.529-61;2019-07-05;7268.46;90.12;2024-07-16;Em Atraso;513;13863.14
77187-R;2745;Poupança;Eloá Gonçalves;157.409.683-48;2016-10-31;12359.95;107.59;2018-01-14;Inativa;;16207.4
54478-S;5137;Salário;Thomas Santos;673.102.895-95;2023-02-23;18292.99;238.98;2023-09-13;Inativa;931;8566.43
83027-X;8177;Corrente;Dra. Maria Cecília Correia;490.152.378-32;2018-01-17;33941.31;90.18;2020-09-15;Encerrada;366;16546.1
80744-K;3477;Poupança;Maria Luísa Barros;193.708.246-69;2019-07-16;16656.03;104.21;2022-06-25;Encerrada;517;5009.12
84435-G;7983;Salário;Isis Sousa;032.847.659-56;2023-01-23;41910.69;1.11;2024-02-03;Inativa;4;8300.11
15355-M;2676;Corrente;Sofia Campos;527.391.480-97;2022-12-12;26977.05;102.93;2024-08-03;Encerrada;539;8462.54
98779-H;5986;Corrente;Dra. Lunna Siqueira;045.817.269-30;2017-04-09;34809.47;43.73;2023-02-05;Encerrada;161;8583.12
77104-A;6104;Poupança;Laís Nogueira;730.598.241-50;2022-10-27;45539.51;157.19;2024-06-23;Encerrada;974;17816.7
21286-B;8331;Salário;Zoe Aparecida;785.490.312-32;2023-02-26;33168.15;108.91;2023-02-27;Inativa;993;20336.65
56571-U;1586;Salário;Dr. Ian Brito;912.648.357-28;;16048.87;48.84;2023-08-28;Encerrada;229;12268.61
80059-C;1907;Poupança;Maria Eduarda Pinto;921.368.475-46;2021-08-04;25566.04;55.23;2023-09-27;Inativa;527;13317.34
13516-R;3435;Salário;Arthur Gabriel Costela;803.957.214-23;2022-01-22;43875.73;0.0;2022-12-08;Ativa;0;13361.25
23941-D;9782;Poupança;Vitor Hugo Marques;942.830.715-79;2023-08-20;9585.14;149.37;2024-09-24;Ativa;700;2455.57
48019-H;5746;Corrente;Dr. Renan da Costa;435.728.190-32;2019-07-04;41463.41;76.24;2022-12-28;Ativa;535;12268.16
