PacienteID;Nome;CPF;Data_Nascimento;Genero;Data_Admissao;Data_Alta;Diagnostico;Procedimento;Quantidade_Exames;Custo_Total;Medico_Responsavel;Dias_Internacao
HOSP-01111;Luísa Souza;280.135.647-62;2007-08-25;Feminino;2024-10-29;2024-11-15;Pneumonia;Observação;6;5914.86;Dr(a). Leão;17
HOSP-01112;Rafaela Castro;189.264.735-46;;Masculino;2024-03-01;2024-03-09;Trauma Crânio-Encefálico;Antibióticos;2;3311.2;Dr(a). Pacheco;8
HOSP-01113;Thales da Luz;938.476.201-69;1996-06-12;Masculino;2024-05-13;2024-05-14;Hipertensão;Antibióticos;3;4339.2;Dr(a). Viana;1
HOSP-01114;Ravy Ramos;241.086.973-40;1946-06-08;Masculino;2024-12-02;2024-12-08;Infarto;Antibióticos;;5316.56;Dr(a). Teixeira;6
HOSP-01115;Eduarda da Rocha;174.358.026-62;1965-08-05;Masculino;2024-03-24;2024-04-19;Apendicite;Cirurgia Cardíaca;1;2252.4;Dr(a). Oliveira;26
HOSP-01116;Arthur Miguel Ramos;;2024-09-01;Masculino;2024-03-16;2024-04-12;Trauma Crânio-Encefálico;Tratamento Clínico;5;5821.56;Dr(a). Freitas;27
HOSP-01117;Vitor Gabriel Novaes;053.687.419-01;1946-05-30;Feminino;2024-05-25;2024-05-28;Trauma Crânio-Encefálico;Tratamento Clínico;5;5658.68;Dr(a). da Rosa;3
HOSP-01118;Dr. Benjamim Pires;910.364.752-80;1998-01-23;Feminino;2024-09-23;2024-10-08;Pneumonia;Cirurgia Cardíaca;3;4694.37;Dr(a). Siqueira;15
HOSP-01119;Melina Montenegro;375.409.261-80;1992-11-04;Feminino;2024-05-01;2024-05-30;Trauma Crânio-Encefálico;Cirurgia;2;3063.88;Dr(a). Macedo;29
HOSP-01120;Sara Mendes;631.724.890-78;1967-07-24;Masculino;2024-03-26;2024-04-20;Diabetes Descompensada;Cirurgia;9;7349.62;Dr(a). Melo;25
HOSP-01121;Clara Guerra;603.854.172-17;1959-07-08;Feminino;2024-07-07;2024-07-28;Apendicite;Fisioterapia;6;5996.63;Dr(a). Garcia;21
HOSP-01122;Dra. Esther da Rosa;603.489.157-48;1994-10-15;Feminino;2024-04-07;2024-04-18;Infarto;Fisioterapia;6;6428.54;Dr(a). Santos;11
HOSP-01123;Sofia Melo;908.743.261-50;1989-08-23;Masculino;2024-12-16;2025-01-11;Diabetes Descompensada;Tratamento Clínico;95;5769.51;Dr(a). Macedo;26
HOSP-01124;Milena Lima;392.506.714-07;1944-09-02;Masculino;2024-06-03;2024-06-15;;Observação;6;5414.21;Dr(a). Costa;12
HOSP-01125;Luiz Miguel das Neves;734.561.892-73;1983-09-02;Masculino;2025-01-17;2025-01-22;Hipertensão;Fisioterapia;9;7248.34;Dr(a). Lima;5
HOSP-01126;Enrico da Cruz;740.895.231-41;1987-12-31;Feminino;2024-04-03;2024-04-28;Pneumonia;Antibióticos;1;2230.1;Dr(a). Farias;25
HOSP-01127;Yago Gonçalves;234.587.069-92;1958-06-19;Feminino;2024-02-11;2024-03-07;Pneumonia;Cirurgia;4;5085.12;Dr(a). da Conceição;25
HOSP-01128;Ágatha Dias;709.842.156-11;1989-04-05;Masculino;2024-10-05;2024-10-21;Trauma Crânio-Encefálico;Observação;3;3784.22;Dr(a). Silveira;16
HOSP-01129;Helena Pastor;716.485.320-71;2002-08-04;Feminino;2024-10-09;2024-10-30;Hipertensão;Fisioterapia;4;4921.7;Dr(a). Viana;126
HOSP-01130;Dr. Apollo Borges;347.869.512-00;2004-01-05;Masculino;2024-05-06;2024-05-17;Infarto;Fisioterapia;10;7648.59;Dr(a). Cavalcante;11
HOSP-01131;Natália da Cruz;765.829.301-68;1935-12-15;Feminino;2024-11-05;2024-11-15;Fratura;Cirurgia;10;5688.15;Dr(a). Azevedo;10
HOSP-01132;Emanuella Sales;502.693.784-56;1973-09-18;Feminino;2024-11-08;2024-11-29;Pneumonia;Antibióticos;5;4078.24;Dr(a). Sá;21
HOSP-01133;Maria Vitória Pimenta;978.104.625-20;1993-06-09;Masculino;2024-02-24;2024-03-25;Diabetes Descompensada;Tratamento Clínico;3;4193.27;Dr(a). Teixeira;30
HOSP-01134;Mirella Siqueira;926.753.018-68;2023-07-30;Feminino;2024-04-19;2024-05-18;Infarto;Tratamento Clínico;8;6712.16;Dr(a). Mendes;232
HOSP-01135;Ana Sophia Teixeira;219.680.543-24;2003-09-18;Feminino;2024-03-11;2024-03-13;Trauma Crânio-Encefálico;Tratamento Clínico;;5051.37;Dr(a). Cassiano;2
HOSP-01136;Calebe Rodrigues;709.436.218-87;2003-02-08;Masculino;2025-01-01;2025-01-05;Pneumonia;Tratamento Clínico;3;3356.09;Dr(a). Carvalho;4
HOSP-01137;Dra. Evelyn Caldeira;;1957-03-07;Feminino;2024-10-04;2024-10-16;Apendicite;Fisioterapia;10;6970.41;Dr(a). Nunes;12
HOSP-01138;Brayan Casa Grande;310.627.895-12;1998-01-29;Feminino;2024-04-04;2024-04-05;Pneumonia;Fisioterapia;8;5163.52;Dr(a). Nascimento;1
HOSP-01139;Ana Correia;512.704.836-17;1938-03-25;Feminino;2024-09-19;2024-10-08;Pneumonia;Cirurgia;10;5607.2;Dr(a). Cavalcanti;19
HOSP-01140;Rafael Machado;137.958.064-10;2014-02-15;Masculino;2024-11-17;2024-11-28;Covid-19;Tratamento Clínico;1;2381.7;Dr(a). Nunes;11
HOSP-01141;Caio Casa Grande;281.437.905-41;1978-09-17;Feminino;2024-08-12;2024-08-13;Diabetes Descompensada;Fisioterapia;8;6585.31;Dr(a). Rocha;
HOSP-01142;Ravy Souza;342.781.509-97;1936-03-20;Masculino;2024-04-03;2024-04-26;Diabetes Descompensada;Fisioterapia;9;5759.14;Dr(a). Marques;23
HOSP-01143;Gael Henrique Pastor;387.920.465-92;1965-05-28;Masculino;2024-05-08;2024-06-03;Hipertensão;Cirurgia;210;7601.43;Dr(a). Mendonça;26
;Bella Nascimento;251.463.987-55;2015-03-04;Masculino;2024-05-05;2024-05-27;Covid-19;Tratamento Clínico;2;65898.2;Dr(a). Ramos;242
HOSP-01145;Dom Brito;372.495.086-10;2018-05-29;Masculino;2024-07-12;2024-07-29;Trauma Crânio-Encefálico;Cirurgia Cardíaca;2;;Dr(a). Ramos;17
HOSP-01146;Samuel Abreu;867.024.159-58;2011-12-05;Masculino;2024-12-01;2024-12-07;Apendicite;Cirurgia Cardíaca;10;7483.12;Dr(a). da Rocha;6
HOSP-01147;Asafe Mendes;978.615.230-12;1929-06-13;Masculino;2024-11-20;2024-12-20;;Antibióticos;2;3578.6;Dr(a). Guerra;30
HOSP-01148;Vitor Monteiro;369.705.241-16;1942-11-13;Feminino;2025-01-24;2025-02-06;Covid-19;Cirurgia Cardíaca;10;;Dr(a). Nunes;13
HOSP-01149;Luiza Garcia;736.824.901-40;2024-08-10;Masculino;;2024-11-20;Diabetes Descompensada;Cirurgia;3;3535.39;;100
HOSP-01150;Davi Luiz Santos;710.859.342-41;1981-07-15;Feminino;2024-05-19;2024-05-27;Apendicite;Observação;5;3986.52;Dr(a). Brito;8
HOSP-01151;Laís Ramos;407.186.295-58;1930-01-04;Feminino;2024-10-07;2024-11-01;Pneumonia;Cirurgia;4;4478.38;Dr(a). Gonçalves;25
HOSP-01152;Luan Freitas;439.618.520-06;1990-11-13;Masculino;2024-11-27;2024-12-12;Pneumonia;Tratamento Clínico;2;2706.66;Dr(a). Mendes;15
HOSP-01153;Larissa Câmara;270.695.413-25;2004-08-08;Feminino;2024-12-25;2025-01-16;Apendicite;Cirurgia Cardíaca;9;5634.97;Dr(a). Novais;22
HOSP-01154;Alícia da Rosa;847.135.902-23;1943-05-04;Feminino;2024-09-17;2024-09-23;Diabetes Descompensada;Observação;3;4147.87;Dr(a). Pimenta;6
HOSP-01155;Emanuelly Moura;276.019.458-20;2022-02-07;Masculino;2024-02-24;2024-03-14;Infarto;Observação;1;2234.19;;19
HOSP-01156;Vitor Caldeira;247.130.968-22;1975-01-12;Feminino;2024-08-09;2024-09-07;Pneumonia;Cirurgia Cardíaca;3;;Dr(a). Ferreira;29
HOSP-01157;Stella Brito;148.729.063-22;1945-08-15;Feminino;2025-01-08;2025-01-30;Apendicite;Fisioterapia;7;6811.8;Dr(a). Gonçalves;22
HOSP-01158;Maria Laura Freitas;126.374.859-73;1978-09-24;Masculino;2024-05-22;2024-06-10;Fratura;Cirurgia;6;5239.83;Dr(a). Oliveira;19
HOSP-01159;Raquel Farias;609.745.821-58;2019-05-27;Feminino;2024-12-20;2024-12-28;Covid-19;Cirurgia;2;3747.72;Dr(a). Fonseca;8
HOSP-01160;Maria Isis Novaes;675.320.149-16;1991-12-11;Masculino;2024-05-10;2024-05-28;Trauma Crânio-Encefálico;Cirurgia;8;6546.92;Dr(a). Viana;18
HOSP-01161;Helena Machado;635.942.780-00;2017-05-28;Feminino;2024-02-27;2024-03-23;Infarto;Cirurgia;4;5166.23;Dr(a). Nascimento;25
HOSP-01162;Maria Liz Vieira;349.170.286-04;1969-09-25;Masculino;2024-03-01;2024-03-14;Apendicite;Fisioterapia;9;6512.36;Dr(a). Silveira;13
HOSP-01163;Erick Pacheco;358.761.094-01;2020-04-25;Masculino;2024-06-01;2024-06-10;Diabetes Descompensada;;1;2162.75;Dr(a). Mendonça;9
HOSP-01164;Aylla Dias;431.729.560-16;1947-03-09;Masculino;2024-06-02;2024-06-21;Infarto;Cirurgia Cardíaca;2;3856.9;Dr(a). Casa Grande;19
HOSP-01165;Vinícius Rezende;801.792.465-85;1940-09-07;Feminino;2024-09-26;2024-09-29;;Cirurgia Cardíaca;2;28132.18;Dr(a). Fogaça;3
HOSP-01166;Lucca Alves;813.426.750-53;1995-01-24;Feminino;2024-04-26;2024-05-06;Diabetes Descompensada;Observação;1;2422.59;Dr(a). Azevedo;10
HOSP-01167;Matteo Guerra;984.271.605-85;1976-10-26;Feminino;2024-07-10;2024-07-28;Covid-19;Tratamento Clínico;5;4145.25;Dr(a). Siqueira;18
HOSP-01168;André Teixeira;591.647.208-02;1986-12-28;Feminino;2024-12-23;2025-01-04;;Cirurgia Cardíaca;5;4692.22;Dr(a). Barbosa;12
HOSP-01169;Dra. Vitória Sá;819.670.534-48;2003-03-25;Feminino;2024-05-13;2024-06-08;Hipertensão;Cirurgia;10;7560.5;Dr(a). Barros;26
HOSP-01170;Joana Santos;368.745.129-19;2001-01-23;Masculino;2024-07-27;2024-08-08;Covid-19;Fisioterapia;2;2678.14;Dr(a). Jesus;12
HOSP-01171;Ana Laura Lima;163.409.825-06;1942-12-19;Masculino;2024-03-16;2024-03-25;Diabetes Descompensada;Cirurgia Cardíaca;1;2528.88;Dr(a). Abreu;9
;Paulo Vargas;018.679.245-01;2006-01-23;Feminino;2024-11-28;2024-12-15;Trauma Crânio-Encefálico;Fisioterapia;4;4017.86;Dr(a). Cirino;17
HOSP-01173;Ana da Mata;571.830.946-93;1940-05-04;Feminino;2024-10-07;2024-11-05;Trauma Crânio-Encefálico;Cirurgia Cardíaca;5;5160.0;Dr(a). Nunes;29
HOSP-01174;Nicole Cunha;281.345.079-05;1936-11-16;Feminino;2024-10-16;2024-11-12;Hipertensão;Cirurgia Cardíaca;7;5791.27;Dr(a). Sampaio;27
HOSP-01175;Otto Novaes;023.691.548-70;1939-04-11;Feminino;2024-08-06;2024-08-26;;Cirurgia;4;4859.74;Dr(a). Peixoto;20
HOSP-01176;Gustavo Siqueira;046.239.581-24;1982-07-08;Masculino;2024-08-27;2024-09-04;Pneumonia;Antibióticos;2;2757.09;Dr(a). da Rosa;8
HOSP-01177;João Guilherme Leão;319.062.478-03;2007-07-15;Masculino;2024-11-14;2024-12-02;Diabetes Descompensada;Cirurgia Cardíaca;6;6379.44;Dr(a). Souza;
HOSP-01178;Luiz Otávio Pires;381.265.904-24;1967-03-30;Feminino;2024-08-12;2024-09-08;Apendicite;Observação;9;7216.84;Dr(a). Casa Grande;27
HOSP-01179;Sarah Barbosa;148.027.569-76;1944-02-18;Feminino;2024-10-27;2024-11-01;Apendicite;Fisioterapia;8;5757.39;Dr(a). Pastor;5
HOSP-01180;Mariah da Costa;375.240.168-08;1948-08-11;Masculino;2024-02-15;2024-03-07;Apendicite;Cirurgia;3;3800.87;Dr(a). da Mota;21
HOSP-01181;Maria Luiza Alves;026.413.859-70;1954-05-07;Feminino;2024-06-23;2024-07-12;Diabetes Descompensada;Cirurgia;1;2771.63;Dr(a). Borges;19
HOSP-01182;Otto Moura;852.169.374-55;1999-02-23;Masculino;2024-10-05;2024-10-14;Hipertensão;Antibióticos;9;5382.2;Dr(a). Silveira;
HOSP-01183;Luna Rios;574.861.230-53;1991-12-17;Masculino;2024-08-04;2024-08-11;Trauma Crânio-Encefálico;Cirurgia;5;5643.32;Dr(a). da Conceição;7
HOSP-01184;Esther Andrade;582.139.407-41;1999-01-09;Masculino;2024-03-01;2024-03-12;Apendicite;Antibióticos;7;5827.0;Dr(a). Pimenta;11
HOSP-01185;Ana Cecília Fernandes;065.398.412-05;2023-03-26;Feminino;2024-06-18;2024-06-23;Pneumonia;Tratamento Clínico;1;2012.35;Dr(a). da Mata;5
HOSP-01186;Lucca Nascimento;124.985.703-14;2023-02-27;Feminino;2024-08-18;2024-09-03;Infarto;Fisioterapia;4;3955.11;Dr(a). da Cruz;16
HOSP-01187;Maria Helena Mendonça;324.967.085-56;1928-06-15;Feminino;2024-10-04;2024-10-18;Covid-19;Tratamento Clínico;4;4147.64;Dr(a). Moura;14
HOSP-01188;Samuel Vieira;249.537.806-47;1959-11-08;Feminino;2024-07-24;2024-08-18;Fratura;Antibióticos;7;5448.44;Dr(a). Pastor;25
HOSP-01189;Maysa Cirino;210.764.839-50;1939-12-18;Feminino;2024-04-16;2024-04-19;Pneumonia;Cirurgia Cardíaca;9;6535.87;Dr(a). Guerra;3
HOSP-01190;Srta. Zoe Sousa;013.786.945-20;2019-11-02;Feminino;2024-06-23;2024-07-13;Covid-19;Fisioterapia;7;5804.4;Dr(a). Borges;20
HOSP-01191;Nicole Carvalho;180.463.927-31;2024-12-05;Masculino;2025-01-17;2025-02-07;Diabetes Descompensada;Cirurgia;9;7749.37;Dr(a). Cunha;21
HOSP-01192;Clarice Vasconcelos;859.720.461-30;1978-12-21;Masculino;2024-07-13;2024-07-20;Covid-19;Fisioterapia;8;7137.43;Dr(a). Brito;7
HOSP-01193;Sra. Sophia Vasconcelos;578.409.621-49;2003-09-10;Masculino;2024-10-02;2024-10-12;Pneumonia;Cirurgia Cardíaca;8;6663.48;Dr(a). Oliveira;10
HOSP-01194;Júlia Cardoso;968.125.703-03;1941-06-20;Masculino;2024-08-21;2024-09-01;Diabetes Descompensada;Fisioterapia;4;4655.33;Dr(a). Gomes;11
HOSP-01195;Eduardo Moreira;643.058.912-98;1971-03-30;Masculino;2024-05-20;2024-06-03;Infarto;Antibióticos;9;5934.07;Dr(a). Barbosa;14
HOSP-01196;Rafael Alves;259.140.683-98;2001-12-30;Masculino;2024-07-29;2024-08-12;Infarto;Antibióticos;8;7194.29;Dr(a). Sampaio;14
HOSP-01197;Raul Rios;207.158.649-20;2008-10-21;Masculino;2025-01-05;2025-01-08;Covid-19;Cirurgia Cardíaca;9;5530.99;Dr(a). Rocha;3
HOSP-01198;Letícia Sampaio;351.740.296-61;;Feminino;2024-05-12;2024-05-20;Fratura;Fisioterapia;7;6767.53;Dr(a). Rezende;8
HOSP-01199;Davi Luiz da Rosa;094.765.238-83;2019-12-18;Masculino;2024-05-02;2024-05-24;Trauma Crânio-Encefálico;Tratamento Clínico;8;7361.43;Dr(a). Moraes;22
HOSP-01200;Maria Luiza Rezende;230.489.571-97;;Feminino;2024-02-27;2024-03-16;Covid-19;Fisioterapia;3;3342.19;Dr(a). Martins;18
HOSP-01201;Olívia Cirino;245.370.619-52;2000-06-22;Masculino;2024-12-13;2025-01-07;Pneumonia;Observação;7;4853.61;Dr(a). da Conceição;25
HOSP-01202;Olívia Peixoto;905.832.174-60;1963-07-10;Feminino;2024-10-28;2024-11-14;Fratura;Tratamento Clínico;9;6670.16;Dr(a). Cirino;17
HOSP-01203;Luiza Caldeira;031.794.568-84;1998-04-07;Feminino;2024-08-17;2024-09-03;;Antibióticos;10;5757.67;Dr(a). Gomes;17
HOSP-01204;Sr. Fernando Moreira;049.832.157-60;1986-08-25;Masculino;2024-11-01;2024-11-20;Trauma Crânio-Encefálico;Tratamento Clínico;5;4341.87;Dr(a). Correia;19
HOSP-01205;Helena Montenegro;278.903.516-40;1993-06-05;Feminino;2024-03-17;2024-04-08;Pneumonia;Antibióticos;8;6870.39;Dr(a). Farias;22
HOSP-01206;Cecilia Santos;925.867.314-09;2001-02-19;Feminino;2024-06-06;2024-06-15;Diabetes Descompensada;Cirurgia;8;5566.15;Dr(a). Freitas;9
;Theo Peixoto;871.936.024-03;1947-04-23;Masculino;2024-05-17;2024-06-04;Diabetes Descompensada;Fisioterapia;7;5299.36;Dr(a). da Mota;18
HOSP-01208;Cauê Campos;825.341.096-42;1948-12-25;Feminino;2024-09-02;2024-09-03;Trauma Crânio-Encefálico;Cirurgia;10;5556.79;Dr(a). Novais;1
HOSP-01209;Henry Macedo;678.591.403-57;;Feminino;2024-06-03;2024-06-05;Covid-19;Tratamento Clínico;7;6800.7;Dr(a). Camargo;2
HOSP-01210;Davi Miguel da Paz;;1934-07-26;Feminino;2025-01-04;2025-02-02;Fratura;Cirurgia Cardíaca;6;5333.06;Dr(a). Pimenta;29
HOSP-01211;Juan Viana;;1984-08-06;Masculino;2025-01-21;2025-02-14;Infarto;Fisioterapia;7;4914.04;Dr(a). da Cruz;24
HOSP-01212;Raquel Gonçalves;293.486.750-10;1956-02-04;Masculino;2025-01-19;2025-02-02;Apendicite;Fisioterapia;8;6521.35;Dr(a). Campos;14
HOSP-01213;Carolina Aragão;215.039.764-16;1932-01-10;Feminino;2024-12-31;2025-01-04;Infarto;Tratamento Clínico;9;111541.94;Dr(a). da Rocha;4
HOSP-01214;Maria Alice Alves;569.371.428-46;1929-06-19;Feminino;2024-07-28;2024-08-16;Pneumonia;Cirurgia;10;5553.42;Dr(a). Jesus;19
HOSP-01215;Ana Júlia Guerra;359.741.062-61;1957-04-26;Masculino;2024-03-05;2024-03-25;Apendicite;;3;3464.34;Dr(a). Sá;
HOSP-01216;Giovanna Peixoto;418.253.760-26;1999-04-21;Feminino;2024-06-06;2024-06-09;Diabetes Descompensada;Tratamento Clínico;2;3180.08;Dr(a). Lopes;3
HOSP-01217;João Barros;047.186.239-87;1951-12-14;Masculino;2024-05-06;2024-05-20;Hipertensão;Tratamento Clínico;4;4333.07;Dr(a). da Paz;14
HOSP-01218;Leandro Alves;247.301.598-88;2017-09-22;Feminino;2025-01-02;2025-01-15;Hipertensão;Tratamento Clínico;3;3494.79;Dr(a). Aragão;13
HOSP-01219;Sra. Isadora Azevedo;497.051.682-02;1933-01-09;Feminino;2024-10-17;2024-11-06;Trauma Crânio-Encefálico;Fisioterapia;10;7531.03;Dr(a). Silva;20
HOSP-01220;Ayla Carvalho;458.913.072-60;1954-12-23;Feminino;2024-02-25;2024-03-05;Covid-19;Tratamento Clínico;4;3694.84;Dr(a). Nunes;9
HOSP-01221;Diego Porto;;2017-08-03;Feminino;2024-11-04;2024-12-03;Infarto;Fisioterapia;7;4930.43;Dr(a). Azevedo;29
HOSP-01222;Mariana Moraes;321.798.405-60;1976-04-03;Masculino;2024-08-15;2024-08-18;Trauma Crânio-Encefálico;Fisioterapia;9;7464.91;Dr(a). da Mata;3
HOSP-01223;Sara Cavalcanti;345.879.620-74;1966-06-17;Masculino;2024-10-22;2024-10-28;Hipertensão;;;4849.13;Dr(a). da Luz;6
HOSP-01224;Dra. Ana Guerra;856.042.379-65;2016-05-03;Feminino;2024-10-09;2024-10-27;Apendicite;Tratamento Clínico;4;4235.66;Dr(a). Pacheco;18
;Srta. Ana Laura da Mota;530.684.219-42;1983-05-07;Feminino;2024-05-04;2024-05-06;Hipertensão;Cirurgia Cardíaca;2;3505.21;Dr(a). Fogaça;
HOSP-01226;Ester Borges;187.524.306-26;1956-10-25;Feminino;2024-03-07;2024-03-13;Trauma Crânio-Encefálico;Cirurgia;9;6606.89;Dr(a). da Rosa;
HOSP-01227;Sabrina Nogueira;453.206.179-25;1998-07-15;Feminino;2024-12-25;2025-01-17;Diabetes Descompensada;Antibióticos;10;57644.59;Dr(a). Melo;
HOSP-01228;;983.402.157-79;1970-10-04;Feminino;2024-10-01;2024-10-10;Hipertensão;Observação;6;6056.45;Dr(a). Peixoto;9
HOSP-01229;Ester Fonseca;762.834.519-00;2024-03-24;Masculino;2024-12-04;2024-12-19;Trauma Crânio-Encefálico;Cirurgia Cardíaca;5;4578.02;Dr(a). Moura;15
HOSP-01230;Laura Novaes;215.360.984-42;1943-12-03;Masculino;;2024-09-05;Trauma Crânio-Encefálico;Antibióticos;5;4985.03;Dr(a). Cunha;25
HOSP-01231;Enzo Gabriel Monteiro;095.832.176-03;2021-08-13;Feminino;2024-07-13;;Hipertensão;Antibióticos;4;3914.17;Dr(a). Araújo;2
HOSP-01232;Srta. Stephany Azevedo;641.793.025-43;1966-06-04;Masculino;2024-04-01;2024-04-09;Fratura;Cirurgia;8;5343.68;Dr(a). Montenegro;8
HOSP-01233;Sr. Fernando Nunes;235.897.061-12;1976-11-19;Masculino;2024-06-20;2024-07-11;Diabetes Descompensada;Observação;7;5189.66;Dr(a). Jesus;21
HOSP-01234;Joana Pereira;318.609.524-70;1937-10-15;Feminino;2024-10-26;2024-10-30;Infarto;Fisioterapia;10;7076.37;Dr(a). Azevedo;4
HOSP-01235;Anna Liz Ramos;681.305.927-03;2013-06-17;Masculino;2024-03-23;2024-04-09;Covid-19;Observação;7;6837.41;Dr(a). Carvalho;17
HOSP-01236;Maria Eduarda da Mata;;1928-07-07;Masculino;2024-11-30;2024-12-27;Fratura;Cirurgia Cardíaca;8;5429.46;Dr(a). Moreira;135
HOSP-01237;João Pedro Nogueira;048.952.137-14;1960-04-15;Masculino;2024-03-13;2024-03-31;Apendicite;Cirurgia;2;3061.3;Dr(a). Vasconcelos;18
HOSP-01238;Lavínia Ferreira;125.349.876-82;2022-05-08;Masculino;2024-12-19;2024-12-22;Diabetes Descompensada;Cirurgia;;5278.83;Dr(a). Nunes;3
HOSP-01239;Mariana Almeida;245.761.390-61;1987-12-21;Feminino;2024-06-11;2024-06-28;Infarto;Observação;6;6048.59;Dr(a). Ferreira;17
HOSP-01240;Breno Moraes;521.794.306-80;2014-10-17;Feminino;2024-03-21;2024-03-30;Covid-19;Cirurgia;5;5961.02;Dr(a). Pastor;9
HOSP-01241;Luiz Miguel Peixoto;084.159.627-11;1976-03-02;Feminino;2024-09-02;2024-10-02;Infarto;Observação;3;3828.56;Dr(a). da Rocha;30
HOSP-01242;Otto Rocha;261.049.387-87;2020-10-21;Feminino;2025-01-13;2025-01-25;Pneumonia;Fisioterapia;;;Dr(a). Araújo;12
HOSP-01243;Beatriz Fonseca;402.851.793-14;;Feminino;2024-05-28;2024-06-27;Infarto;Observação;4;4536.77;Dr(a). Costela;30
HOSP-01244;Juliana Ribeiro;685.204.793-83;1967-12-11;Feminino;2024-05-27;2024-06-19;Infarto;Fisioterapia;4;5315.39;Dr(a). Sales;23
HOSP-01245;Luigi da Costa;453.162.987-64;1999-07-08;Feminino;2024-02-12;2024-03-11;Trauma Crânio-Encefálico;Tratamento Clínico;10;6613.94;Dr(a). Moura;28
HOSP-01246;Benjamim Viana;057.261.394-61;1952-02-08;Masculino;2024-06-04;2024-06-06;Pneumonia;Cirurgia Cardíaca;2;2869.7;Dr(a). Novais;2
HOSP-01247;Maria Laura Gonçalves;584.609.312-42;1969-02-19;Masculino;2024-11-16;2024-12-11;Pneumonia;Cirurgia;5;4535.66;Dr(a). Pereira;25
HOSP-01248;Maria Luiza Garcia;138.549.627-46;2004-06-15;Masculino;2024-03-19;2024-04-05;Covid-19;Cirurgia;7;5339.72;Dr(a). da Luz;17
HOSP-01249;Theodoro Sá;236.897.014-22;2006-12-22;Feminino;;2025-01-12;Pneumonia;Cirurgia;8;6970.72;Dr(a). Farias;4
HOSP-01250;Maria Júlia Ribeiro;780.693.124-40;1960-08-03;Feminino;2024-06-10;2024-06-28;Pneumonia;Fisioterapia;8;6052.48;Dr(a). Mendes;18
HOSP-01251;Alice Duarte;564.372.890-74;2005-03-24;Feminino;2024-12-24;2025-01-13;Trauma Crânio-Encefálico;Antibióticos;8;7145.73;Dr(a). Fonseca;20
HOSP-01252;Luiz Otávio da Mata;802.465.971-94;2010-03-04;Masculino;2024-06-02;2024-06-07;Pneumonia;Cirurgia;6;6203.84;Dr(a). Vieira;5
HOSP-01253;Aylla da Conceição;865.719.403-10;1991-02-13;Feminino;2024-09-23;2024-10-15;Diabetes Descompensada;Tratamento Clínico;10;7179.63;Dr(a). Gomes;22
HOSP-01254;Vitor Gabriel Sampaio;120.584.673-53;1938-04-13;Masculino;2024-05-24;2024-06-07;Fratura;Cirurgia;2;36181.15;Dr(a). Barros;14
HOSP-01255;Srta. Laura Pacheco;704.961.823-31;;Masculino;2024-04-09;2024-04-27;Pneumonia;Fisioterapia;4;4558.62;Dr(a). da Luz;18
HOSP-01256;Dr. Apollo Borges;853.291.647-37;1963-12-03;Masculino;2024-12-19;2025-01-04;Covid-19;Tratamento Clínico;3;3263.9;Dr(a). Aparecida;16
HOSP-01257;Maya Leão;263.495.781-55;1939-08-18;Feminino;2024-09-16;2024-09-21;Trauma Crânio-Encefálico;Fisioterapia;6;6263.75;Dr(a). Nunes;5
HOSP-01258;Otto da Mota;629.731.508-68;2025-01-28;Masculino;2024-10-16;2024-11-14;Hipertensão;Fisioterapia;2;3902.59;Dr(a). Silveira;29
HOSP-01259;Gabrielly Cunha;213.865.794-91;1942-09-18;Feminino;2024-04-26;;Pneumonia;Tratamento Clínico;8;5842.53;Dr(a). Leão;22
HOSP-01260;João Vitor Correia;892.506.371-95;1983-12-01;Masculino;2024-12-19;2025-01-11;Trauma Crânio-Encefálico;Tratamento Clínico;10;7867.34;Dr(a). Teixeira;23
HOSP-01261;Maria Júlia Pereira;605.913.874-84;2024-06-21;Feminino;2024-05-04;2024-05-14;Covid-19;Observação;3;4187.14;Dr(a). Ferreira;10
HOSP-01262;Maitê Costa;465.718.093-20;1976-05-26;Masculino;2024-10-04;2024-11-03;Pneumonia;Cirurgia Cardíaca;9;5280.94;Dr(a). da Costa;30
HOSP-01263;Marcela Novaes;257.893.061-95;1997-05-17;Feminino;2024-06-01;2024-06-30;Infarto;;6;5893.57;Dr(a). Pastor;29
HOSP-01264;Dr. Gael Pereira;754.918.306-66;2012-08-28;;;2024-04-19;Fratura;Antibióticos;4;4224.81;Dr(a). Freitas;21
HOSP-01265;Enrico Cardoso;463.085.972-10;2024-12-28;Feminino;2024-06-26;2024-07-06;Infarto;Cirurgia Cardíaca;5;4829.4;Dr(a). da Cunha;10
HOSP-01266;Esther Rodrigues;194.265.073-61;2018-11-22;Masculino;2024-11-18;2024-12-08;Diabetes Descompensada;Cirurgia Cardíaca;7;6324.97;Dr(a). Macedo;20
HOSP-01267;Agatha Lima;243.105.879-41;2015-09-28;Masculino;2024-04-22;2024-05-09;Apendicite;Cirurgia Cardíaca;3;3212.0;Dr(a). Mendes;17
HOSP-01268;Maitê Vasconcelos;169.805.742-30;1942-02-03;Masculino;2024-09-22;2024-09-30;Covid-19;Antibióticos;6;5476.44;Dr(a). da Mota;8
HOSP-01269;Emanuelly Sales;453.907.162-99;;Feminino;2024-10-04;2024-10-27;Fratura;Tratamento Clínico;5;5467.56;Dr(a). Caldeira;23
